Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
MUC13,56667,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
NDN,4692,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
NDUFC1,4717,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
NOL4L,140688,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
SLC17A9,63910,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
TMEM177,80775,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
TRPM8,79054,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
TTC36,143941,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.11,1
CLEC14A,161198,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
CTTNBP2,83992,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
GAPDHS,26330,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
GPATCH2L,55668,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
INHBC,3626,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
MRPL46,26589,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
MRPS14,63931,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
NDUFB4,4710,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
NHSL3,57648,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
PRL,5617,Graves Ophthalmopathy,MESH:D049970,,Methylprednisolone,4.10,4
REPS2,9185,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
RPS6KA4,8986,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
SSTR1,6751,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
UBN2,254048,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
WDR7,23335,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
WDR72,256764,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.10,1
ABHD1,84696,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
ACSM5,54988,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
ADH6,130,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
AGMO,392636,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
COX7A2L,9167,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
CYP4A2,24306,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
DGKE,8526,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
FAM241A,132720,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
IIGP1,60440,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
KATNAL1,84056,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
MCRIP2,84331,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
MRPL45,84311,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
MRPS17,51373,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
MST1R,4486,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
NBEAL1,65065,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
NDUFA11,126328,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
NDUFB11,54539,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
NDUFB9,4715,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
OMA1,115209,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
PALD1,27143,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
PBLD,64081,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
PLA2G12B,84647,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
POLR1E,64425,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
RAB15,376267,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
RNF150,57484,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
RSPH1,89765,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SCUBE3,222663,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SH3TC1,54436,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SLC25A34,284723,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SLC25A42,284439,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SLC30A2,7780,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SURF6,6838,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
SUSD1,64420,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
TM6SF2,53345,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
TMC4,147798,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
UBE2G2,7327,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
ZBTB7B,51043,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
ZFP37,7539,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.09,1
ABCA8,10351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
ACAD10,80724,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
AQP2,359,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
ARHGAP42,143872,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
ASXL2,55252,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
BTBD3,22903,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
C4BPB,725,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
CEP85L,387119,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
CYP4F2,8529,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
DENND1B,163486,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
DENND5B,160518,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
FBXO22,26263,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
GRPEL2,134266,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
IL18RAP,8807,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
INPP5F,22876,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
LONP2,83752,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
MEGF10,84466,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
NCOA6,23054,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
NDUFA6,4700,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
PACC1,55248,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
PCX,18563,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
PRRC2B,84726,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
PRTG,283659,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
RIMS2,9699,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
SLC29A4,222962,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
SLC9A7,84679,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
SMG1,23049,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
SPP2,6694,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
TIMM23,100287932,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
TUB,7275,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
USH1C,10083,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
ZC3H11A,9877,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
ZNF395,55893,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.08,1
APC2,10297,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
ARFGEF2,10564,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
CNOT6L,246175,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
DOK4,55715,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
HELZ,9931,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
IGSF10,285313,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
LRRC8A,56262,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
MSC,9242,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
ORAI3,93129,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
PLEKHA7,144100,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
SCN3A,6328,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
TFB2M,64216,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
USP43,124739,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
ZDHHC23,254887,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
ZKSCAN1,7586,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.07,1
ACAA1A,113868,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
AFM,173,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
ASGR2,433,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
ATRNL1,26033,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
CDKN2A,1029,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.06,1
CITED1,4435,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
CORO2B,10391,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
DDI2,84301,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
DOCK6,57572,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
EPN3,55040,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
FUT1,2523,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
HLX,3142,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
IPCEF1,26034,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
MRPL4,51073,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
NCKAP5,344148,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
NDUFB7,4713,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
NSD3,54904,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
OASL2,23962,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
PHC3,80012,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
PLEKHG1,57480,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
TIAM2,26230,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
TIMM44,10469,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
TMEM119,338773,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
TRPM3,80036,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
VWCE,220001,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.06,1
ANKRD44,91526,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
ARHGEF10,9639,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
BCL7A,605,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
CDKL5,6792,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
COX8B,12869,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
CYP2C18,1562,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
E2F4,1874,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
ERBIN,55914,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
ITGAE,3682,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
KCNG1,3755,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
KLB,152831,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
KRT20,54474,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
LRP11,84918,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
LRRC1,55227,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
MAPK4,5596,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
METRN,79006,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
MRPL18,29074,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
MRPL49,740,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
MRPL50,54534,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
MYO9A,4649,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
NOVA1,4857,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
OSBPL5,114879,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
PCNX1,22990,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
PDE8A,5151,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
RAB1B,81876,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
RNASE1,6035,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
RO60,6738,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
SERPINA3K,20714,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
SYTL5,94122,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
THSD7A,221981,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
TMEM14C,51522,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
XIRP1,165904,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
ZBTB18,10472,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.05,1
ACAA1B,235674,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
ALPI,248,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
CUBN,8029,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
HCN2,610,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
LIPH,200879,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
LTN1,26046,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
MAN1C1,57134,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
MRPL13,28998,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
NDUFS2,4720,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
REEP3,221035,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
SDHD,6392,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
SLC12A1,6557,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
SLN,6588,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
SOX13,9580,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
SURF1,6834,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
TMT1B,196410,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
TSHZ2,128553,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
USP3,9960,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.04,1
AGXT2,64902,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
BICD1,636,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
CALCRL,10203,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
CSNK1G1,53944,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
DMPK,1760,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
DNAJA3,9093,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
EEIG1,399665,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
GABPA,2551,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
GOLIM4,27333,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
GPD1L,23171,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
ISCA1,81689,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
ITGA11,22801,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
ITGA9,3680,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
LCOR,84458,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
MRAP,56246,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
MRPL14,64928,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
MTMR11,10903,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
NDUFA8,4702,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
NDUFA9,4704,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
NDUFC2,4718,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
NHLRC2,374354,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
PCDH10,57575,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
POMC,5443,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.03,1
RLF,6018,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
SCN9A,6335,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
SLC17A8,246213,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
SMURF1,57154,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
TEAD1,7003,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
TET3,200424,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
THBS3,7059,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
TM6SF1,53346,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
TMEM14A,28978,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
TRPM6,140803,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.03,1
ACMSD,130013,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
AGO4,192670,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
AGPS,8540,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
ANXA10,11199,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
ATP10A,57194,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
ATP5MC3,518,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
ATP6V1E1,529,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
CD37,951,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
CERS5,91012,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
CIDEB,27141,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
COL4A4,1286,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
COLQ,8292,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
DAB2IP,153090,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
ERP27,121506,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
FAM117B,150864,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
GEMIN4,50628,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
KLHL42,57542,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
KMT2D,8085,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
MPC2,25874,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
MRPL17,63875,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
NDUFA10,4705,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
NDUFA13,51079,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
PCLO,27445,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
PLEKHG3,26030,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
RCOR2,283248,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
RDH5,5959,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
SIRT6,51548,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
SSTR3,6753,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
TBL1X,6907,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
TEAD4,7004,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
WWC2,80014,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.02,1
ABCB9,23457,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
ACOT12,134526,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
ADAMTS12,81792,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
ADTRP,84830,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
ARHGAP23,57636,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
C8G,733,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
CETN3,1070,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
COX15,1355,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
DAP3,7818,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
DLX5,1749,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
EPB41L4A,64097,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
FAM149A,25854,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
FOXJ1,2302,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
HOOK3,84376,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
HYCC2,285172,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
IGDCC4,57722,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
ISL1,3670,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
KCNK3,3777,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
KIF3A,11127,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
N4BP1,9683,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
NDUFB5,4711,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
NOD2,64127,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
PARP8,79668,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
PNLIP,5406,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
PPCS,79717,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
PPP2R5A,5525,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
RANBP2,5903,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
RASD2,23551,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
RASGRF2,5924,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
REC8,9985,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
RIT1,6016,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
SKAP1,8631,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
SLC22A2,6582,Graves Ophthalmopathy,MESH:D049970,,Prednisone,4.01,1
SLC2A13,114134,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
SPNS2,124976,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
TIMM13,26517,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
TP53INP2,58476,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
UHMK1,127933,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
WDFY3,23001,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.01,1
ADIPOR1,51094,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
CA1,759,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
H2BC5,3017,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
MAP4K1,11184,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
NAPEPLD,222236,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
NDUFA3,4696,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
NDUFS7,374291,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
RFLNB,359845,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
STUB1,10273,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,4.00,1
ACVR2B,93,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.99,1
ASB2,51676,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.99,1
CARD11,84433,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.99,1
COX7A1,1346,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.99,1
COX8A,1351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.99,1
